PrjUID,颱風,核列序號,工程代碼,機關名稱,復建工程名稱,鄉(鎮市),審議經費(千元),實際進度%,完工期限,發包日期,完工日期
Prj1509060423594810107,104年8月蘇迪勒颱風,038,H3,新北市政府,三峽區金圳里圳頭路29號後方邊坡蘇迪勒颱風災害搶修復建工程,"三峽區

三峽區",8100.00,100,2016.07.05,2015.03.13,2016.07.01
Prj1508281007573860129,104年8月蘇迪勒颱風,039,H3,新北市政府,貢寮區農北貢003蘇迪勒颱風災害搶修復建工程,貢寮區,4132.00,100,2016.07.05,2015.03.13,2016.07.01
Prj1509061629558070611,104年8月蘇迪勒颱風,040,H3,新北市政府,石碇區光明里農路災害搶修復建工程,"石碇區

石碇區

石碇區

石碇區

石碇區

石碇區

石碇區",2773.00,100,2016.07.05,2015.03.13,2016.07.01
Prj1508311455372340617,104年8月蘇迪勒颱風,041,H3,新北市政府,三峽區五寮里五寮51號旁蘇迪勒颱風災害復建工程,三峽區,1870.00,100,2016.07.05,2015.03.13,2016.07.01
Prj1509061314524470334,104年8月蘇迪勒颱風,042,H3,新北市政府,烏來區農北烏004農路蘇迪勒颱風災害復建工程,烏來區,2383.00,100,2016.07.05,2015.03.13,2016.07.01
Prj1509101813498280446,104年8月蘇迪勒颱風,043,H3,新北市政府,土城區青雲路578巷蘇迪勒颱風災害搶修復建工程,土城區,1804.00,100,2016.07.05,2015.03.13,2016.07.01
Prj1509101654213849900,104年8月蘇迪勒颱風,044,H3,新北市政府,土城區祖田里、大安里及清化里蘇迪勒颱風災害搶修復建工程,"土城區

土城區

土城區

土城區",4510.00,100,2016.04.10,2016.01.21,2016.03.18
Prj1509101828228500552,104年8月蘇迪勒颱風,045,H3,新北市政府,104年度汐止區小坑路道路上邊坡整修工程,汐止區,631,100,2016.04.10,2015.10.16,2015.12.07
Prj1509101843018340717,104年8月蘇迪勒颱風,046,H3,新北市政府,104年度汐止區秀山路道路下邊坡修繕工程,汐止區,442,100,2016.04.10,2015.10.16,2015.12.07
Prj1509101835293860618,104年8月蘇迪勒颱風,047,H3,新北市政府,104年度汐止區秀山路道路上邊坡修繕工程,汐止區,108,100,2016.04.10,2015.10.16,2015.12.07
Prj1509101801463140393,104年8月蘇迪勒颱風,048,H3,新北市政府,104年度汐止區秀山路道路坍陷修繕工程,汐止區,446,100,2016.04.10,2015.10.16,2015.12.07
Prj1509102012531221648,104年8月蘇迪勒颱風,049,H3,新北市政府,坪林區蘇迪勒颱風坪林里災害復建工程,坪林區,1038.00,100,2016.04.10,2015.04.28,2016.01.20
Prj1509102018068851680,104年8月蘇迪勒颱風,050,H3,新北市政府,坪林區蘇迪勒颱風水德里災害復建工程,"坪林區

坪林區",7441.00,100,2016.04.10,2015.12.15,2016.03.06
Prj1509102149213502343,104年8月蘇迪勒颱風,051,H3,新北市政府,坪林區蘇迪勒颱風石槽里災害復建工程,"坪林區

坪林區

坪林區",1199.00,100,2016.04.10,2015.04.28,2016.01.20
Prj1509102025595791736,104年8月蘇迪勒颱風,052,H3,新北市政府,坪林區蘇迪勒颱風上德里災害復建工程,"坪林區

坪林區

坪林區

坪林區",2646.00,100,2016.04.10,2015.12.22,2016.03.23
Prj1509102055259391980,104年8月蘇迪勒颱風,053,H3,新北市政府,坪林區蘇迪勒颱風大林里災害復建工程,"坪林區

坪林區

坪林區

坪林區

坪林區

坪林區",5537.00,100,2016.04.10,2015.12.22,2016.03.23
Prj1509102039253051841,104年8月蘇迪勒颱風,054,H3,新北市政府,坪林區蘇迪勒颱風漁光里災害復建工程,"坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區",4705.00,100,2016.04.10,2015.12.22,2016.03.23
Prj1509102110260762131,104年8月蘇迪勒颱風,055,H3,新北市政府,坪林區蘇迪勒颱風粗窟里災害復建工程,"坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區

坪林區",11021.00,100,2016.06.10,2015.04.28,2016.01.20
Prj1509091749288961287,104年8月蘇迪勒颱風,056,H3,新北市政府,忠治里日月光會館停車場旁攔砂壩,烏來區,5726.00,100,2016.04.10,2015.12.30,2016.04.10
Prj1509091537229900828,104年8月蘇迪勒颱風,057,H3,新北市政府,三峽區北114縣道插角里插角1鄰13號農路道路坍方復建工程,三峽區,246,100,2016.04.10,2015.12.08,2016.04.08
Prj1509102027504961746,104年8月蘇迪勒颱風,058,H3,新北市政府,三峽區竹崙里三層坪67巷15號道路及邊坡災害復建工程,三峽區,1161.00,100,2016.04.10,2015.12.08,2016.04.10
Prj1509102108241002110,104年8月蘇迪勒颱風,059,H3,新北市政府,三峽區竹崙里竹崙路222巷道路及邊坡災害復建工程,三峽區,1679.00,100,2016.04.10,2015.12.08,2016.04.10
Prj1509102038496121831,104年8月蘇迪勒颱風,060,H3,新北市政府,三峽區竹崙里紫微南路60號旁邊坡災害復建工程,三峽區,2318.00,100,2016.04.10,2015.12.08,2016.04.10
Prj1509102103123332058,104年8月蘇迪勒颱風,061,H3,新北市政府,三峽區竹崙里紫微路75巷邊坡災害復建工程,三峽區,929,100,2016.04.10,2015.12.08,2016.04.10
Prj1509092237250500211,104年8月蘇迪勒颱風,062,H3,新北市政府,三峽區添福里產業道路上邊坡復建工程,三峽區,316,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092212090570175,104年8月蘇迪勒颱風,063,H3,新北市政府,三峽區添福里產業道路河道護岸復建工程,三峽區,318,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092201390490134,104年8月蘇迪勒颱風,064,H3,新北市政府,三峽區添福里產業道路復建工程,三峽區,390,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092146144050058,104年8月蘇迪勒颱風,065,H3,新北市政府,三峽區添福里產業道路復建工程,三峽區,3199.00,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092248531200274,104年8月蘇迪勒颱風,066,H3,新北市政府,三峽區插角里14鄰 產業道路道路坍方復建工程,三峽區,2723.00,100,2016.04.10,2015.12.08,2016.04.08
Prj1509091842236080002,104年8月蘇迪勒颱風,067,H3,新北市政府,三峽區插角里2鄰53號農路道路坍方復建工程,三峽區,2690.00,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092001259850089,104年8月蘇迪勒颱風,068,H3,新北市政府,三峽區插角里插角135號道路坍方復建工程,三峽區,410,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092238227070218,104年8月蘇迪勒颱風,069,H3,新北市政府,三峽區插角里插角7鄰151號道路坍方復建工程,三峽區,399,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092244103230239,104年8月蘇迪勒颱風,070,H3,新北市政府,三峽區插角里插角7鄰173號道路坍方復建工程,三峽區,817,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092026371140183,104年8月蘇迪勒颱風,071,H3,新北市政府,三峽區插角里插角產業道路道路坍方復建工程,三峽區,1151.00,100,2016.04.10,2015.12.08,2016.04.08
Prj1509092231216000202,104年8月蘇迪勒颱風,072,H3,新北市政府,三峽區嘉添里白雞路支線道路坍方復建工程,三峽區,1274.00,100,2016.04.10,2015.12.08,2016.04.10
Prj1509091111314640589,104年8月蘇迪勒颱風,073,H3,新北市政府,忠治里加九寮往紅河谷連絡道上邊坡崩落復建工程,烏來區,1605.00,100,2016.04.10,2015.12.30,2016.04.10
Prj1509091133359530622,104年8月蘇迪勒颱風,074,H3,新北市政府,忠治里加九寮往紅橋連絡道上邊坡崩落復建工程,烏來區,892,100,2016.04.10,2015.12.30,2016.04.10
Prj1509091123042610605,104年8月蘇迪勒颱風,075,H3,新北市政府,忠治里加九寮紅橋旁連絡道上邊坡崩塌復建工程,烏來區,1761.00,100,2016.04.10,2015.12.30,2016.04.10
Prj1509091101352780575,104年8月蘇迪勒颱風,076,H3,新北市政府,忠治里金堰61-1號前連絡道上邊坡崩落復建工程,烏來區,23,100,2016.04.10,2015.12.30,2016.04.10
Prj1509091507263350792,104年8月蘇迪勒颱風,077,H3,新北市政府,忠治里新烏路五段163巷(答故溫泉旁)周邊邊坡崩塌及路基護岸掏空復建工程(第一處),烏來區,3530.00,100,2016.04.10,2015.12.30,2016.04.10
Prj1509090950482030506,104年8月蘇迪勒颱風,078,H3,新北市政府,忠治里新烏路五段164巷(答故溫泉旁)周邊邊坡崩塌及路基護岸掏空復建工程(第二處),烏來區,440,100,2016.04.10,2015.12.30,2016.04.10
Prj1509012045304871442,104年8月蘇迪勒颱風,001,K1,新北市政府,澳底漁港北外廓防波堤胸牆復建工程,貢寮區,2353.00,100,2016.04.10,2016.01.14,2016.03.26
Prj1509011951057701232,104年8月蘇迪勒颱風,002,K1,新北市政府,水尾漁港碼頭掏空修護工程,金山區,982,100,2016.04.10,2016.01.28,2016.03.26
Prj1509012103101351497,104年8月蘇迪勒颱風,003,K1,新北市政府,磺港漁港油庫圍牆修復工程,金山區,463,100,2016.04.10,2016.01.28,2016.03.26
Prj1509111120139481656,104年8月蘇迪勒颱風,001,L1,新北市政府,新北市水源國小蘇迪勒風災復建工程,"淡水區

淡水區

淡水區

淡水區",168,100,2016.04.10,2015.11.16,2016.03.29
Prj1509110913254450141,104年8月蘇迪勒颱風,002,L1,新北市政府,新北市新店區龜山國民小學蘇???勒風災校園復建工程,"新店區

新店區",14670.00,100,2016.06.30,2016.02.24,2016.06.27
Prj1509111021480290645,104年8月蘇迪勒颱風,003,L1,新北市政府,烏來國民中小學104年蘇迪勒颱風復健工程,烏來區,8000.00,100,2016.04.10,2015.11.30,2016.04.01
Prj1509111213197993045,104年8月蘇迪勒颱風,004,L1,新北市政府,新北市瑞芳區欽賢國中蘇迪勒颱風受損,瑞芳區,6707.00,100,2016.04.10,2015.12.28,2016.03.21
Prj1509111143514742233,104年8月蘇迪勒颱風,005,L1,新北市政府,新北市竹圍國小蘇迪勒颱風災後邊坡復建工程,淡水區,200,100,2016.04.10,2015.11.07,2016.02.18
Prj1509111026413410712,104年8月蘇迪勒颱風,006,L1,新北市政府,新北市立明德高級中學蘇???勒風災搶救復建,三峽區,665,100,2016.04.10,2015.12.07,2015.12.31
Prj1509110929193520227,104年8月蘇迪勒颱風,007,L1,新北市政府,昌福國小104年度蘇迪勒颱風災害校舍屋頂復建工程,鶯歌區,3736.00,100,2016.04.10,2015.12.10,2016.01.28
Prj1509102248594652396,104年8月蘇迪勒颱風,008,L1,新北市政府,新北市建安國小蘇迪勒颱風公共設施災後復建工程,三峽區,2752.00,100,2016.04.10,2016.01.26,2016.04.10
Prj1509110915505560151,104年8月蘇迪勒颱風,009,L1,新北市政府,新北市雙峰國民小學蘇迪勒颱風擋土牆及設施復建工程,新店區,1130.00,100,2016.04.10,2016.01.05,2016.04.08
Prj1509111125294411788,104年8月蘇迪勒颱風,010,L1,新北市政府,新北市新店區屈尺國小 (含廣興分校及托兒所) 104年蘇迪勒風災受損設施復建工程,新店區,1536.00,100,2016.04.10,2016.01.11,2016.04.10
Prj1509111129286051914,104年8月蘇迪勒颱風,011,L1,新北市政府,新北市雙溪高中蘇迪勒颱風災損修繕工程,雙溪區,1010.00,100,2016.04.10,2016.01.04,2016.01.23
Prj1509111030050300765,104年8月蘇迪勒颱風,012,L1,新北市政府,集美國小五樓藝文走廊採光罩與鋁窗整建工程、天花板重置工程,三重區,1787.00,100,2016.04.10,2015.08.10,2015.08.30
Prj1509111034079070811,104年8月蘇迪勒颱風,013,L1,新北市政府,新北市安溪國中蘇迪勒颱風公共設施災後復建工程,三峽區,899,100,2016.04.10,2016.01.27,2016.03.13
Prj1509110838254940064,104年8月蘇迪勒颱風,014,L1,新北市政府,新北市五股區成州國小104蘇迪勒颱災校園設施復建工程,五股區,1115.00,100,2016.04.10,2015.12.07,2016.01.05
Prj1509111135238332032,104年8月蘇迪勒颱風,015,L1,新北市政府,鼻頭國小蘇迪勒颱災災後復建工程,瑞芳區,1412.00,100,2016.04.10,2015.12.21,2016.02.01
Prj1509110923343410184,104年8月蘇迪勒颱風,016,L1,新北市政府,新北市立正德國民中學蘇迪勒風災復建工程,淡水區,1042.00,100,2016.04.10,2015.11.26,2015.12.23
Prj1509111044100991001,104年8月蘇迪勒颱風,017,L1,新北市政府,新北市金山高中蘇迪勒風災復健工程,金山區,1035.00,100,2016.04.10,2015.12.03,2015.12.31
Prj1509110947180930336,104年8月蘇迪勒颱風,018,L1,新北市政府,新北市瑞亭國小蘇迪勒颱風災損修繕工程,瑞芳區,141,100,2016.04.10,2015.10.07,2015.11.28
Prj1509111059541971246,104年8月蘇迪勒颱風,019,L1,新北市政府,新北市竹圍國小蘇迪勒風災跑道復建工程,淡水區,278,100,2016.04.10,2015.11.07,2016.02.18
Prj1509111359272263815,104年8月蘇迪勒颱風,020,L1,新北市政府,瑞芳國中蘇迪勒颱風災損,瑞芳區,267,100,2016.04.10,2015.11.25,2015.12.16
Prj1509111024268220669,104年8月蘇迪勒颱風,021,L1,新北市政府,104鳳鳴國中蘇迪勒颱風教室整修復建工程,鶯歌區,898,100,2016.04.10,2015.08.18,2015.08.28
Prj1509111014057700528,104年8月蘇迪勒颱風,022,L1,新北市政府,新北市三重區永福國民小學災損復原,三重區,780,100,2016.04.10,2015.12.01,2016.02.05
Prj1509111008489330507,104年8月蘇迪勒颱風,023,L1,新北市政府,瑞柑國小104年蘇迪勒風災復建工程,瑞芳區,739,100,2016.04.10,2015.11.16,2015.12.21
Prj1509110948027880338,104年8月蘇迪勒颱風,024,L1,新北市政府,成福國小蘇迪勒颱災復建工程,三峽區,678,100,2016.04.10,2015.12.07,2016.01.20
Prj1509110956217860398,104年8月蘇迪勒颱風,025,L1,新北市政府,新北市三重區重陽國民小學104年蘇迪勒風災公共設施復建工程,三重區,771,100,2016.04.10,2015.12.30,2016.02.24
Prj1509110958069300408,104年8月蘇迪勒颱風,026,L1,新北市政府,新北市三峽區民義國民小學104年蘇迪勒颱風校園災後復建工程,三峽區,572,100,2016.04.10,2015.12.14,2016.03.01
Prj1509110940022130311,104年8月蘇迪勒颱風,027,L1,新北市政府,新北市秀峰國小蘇迪勒風災復健工程,汐止區,438,100,2016.04.10,2015.11.15,2016.03.01
Prj1509111115150981574,104年8月蘇迪勒颱風,028,L1,新北市政府,新北市白雲國小蘇迪勒風災復健工程,汐止區,626,100,2016.04.10,2015.09.23,2016.02.29
Prj1509111014085930529,104年8月蘇迪勒颱風,029,L1,新北市政府,泰山國小日新樓後側邊坡上方駁坎修復工程,泰山區,601,100,2016.04.10,2015.11.24,2015.12.28
Prj1509111017589280552,104年8月蘇迪勒颱風,030,L1,新北市政府,新北市石門區老梅國民小學104年蘇迪勒颱風公共設施復健工程,石門區,349,100,2016.04.10,2015.12.01,2016.01.28
Prj1509110926492950211,104年8月蘇迪勒颱風,031,L1,新北市政府,新北市金山區中角國小104蘇迪勒颱災公共設施復建工程,金山區,262,100,2016.04.10,2015.11.10,2015.12.18
Prj1509110935256710256,104年8月蘇迪勒颱風,032,L1,新北市政府,新北市德音國小蘇迪勒颱風公共設施災後復建工程,五股區,529,100,2016.04.10,2015.10.19,2015.12.01
Prj1509111025350870696,104年8月蘇迪勒颱風,033,L1,新北市政府,十分國小蘇迪勒風災損壞設施修繕工程,平溪區,693,100,2016.04.10,2015.11.17,2016.02.17
Prj1509110941592760320,104年8月蘇迪勒颱風,034,L1,新北市政府,新北市瑞芳國小蘇迪勒颱風災後復建工程,瑞芳區,490,100,2016.04.10,2015.12.03,2016.01.27
Prj1509110934405090245,104年8月蘇迪勒颱風,035,L1,新北市政府,新北市竹圍國小蘇迪勒風災圍牆、教室復建工程,淡水區,368,100,2016.04.10,2015.11.07,2016.02.18
Prj1509111145293012254,104年8月蘇迪勒颱風,036,L1,新北市政府,新北市深坑區深坑國民小學<蘇迪勒颱風災後風雨操場天臺帆布及天溝復建工程>,深坑區,635,100,2016.04.10,2015.11.09,2016.03.23
Prj1509111150489622459,104年8月蘇迪勒颱風,037,L1,新北市政府,新北市新店區直潭國小蘇迪勒颱風復健工程,新店區,445,100,2016.04.10,2015.11.10,2015.12.05
Prj1509111119442451650,104年8月蘇迪勒颱風,038,L1,新北市政府,瑞濱國小 104年蘇迪勒颱風災後復建工程,瑞芳區,447,100,2016.04.10,2015.11.17,2015.12.20
Prj1509111036044860862,104年8月蘇迪勒颱風,039,L1,新北市政府,新北市立萬里國民中學104蘇迪勒颱風公共設施搶救/復建工程,萬里區,391,100,2016.04.10,2015.10.15,2016.03.31
Prj1509111029154380751,104年8月蘇迪勒颱風,040,L1,新北市政府,新北市秀峰高中蘇迪勒風災復健工程,汐止區,414,100,2016.04.10,2015.10.16,2015.11.07
Prj1509110838454150065,104年8月蘇迪勒颱風,041,L1,新北市政府,新北市大埔國小 104年蘇迪勒颱風公共設施災後復建工程,三峽區,329,100,2016.04.10,2015.11.17,2015.12.11
Prj1509111129013361864,104年8月蘇迪勒颱風,042,L1,新北市政府,新北市淡水區天生國民小學104年度 「蘇迪勒颱風災損復原工程」,淡水區,337,100,2016.04.10,2015.08.10,2016.04.10
Prj1509102001571401600,104年8月蘇迪勒颱風,043,L1,新北市政府,新北市福隆國小蘇迪勒颱風災後復建工程,貢寮區,302,100,2016.04.10,2015.10.21,2015.12.26
Prj1509111052276931142,104年8月蘇迪勒颱風,044,L1,新北市政府,新北市中和區秀山國小蘇迪勒颱風復健工程,中和區,115,100,2016.04.10,2015.08.27,2015.09.12
Prj1509111053554751176,104年8月蘇迪勒颱風,045,L1,新北市政府,新北市立中和國民中學 104年蘇迪勒颱風校園設施受損復建工程,中和區,180,100,2016.04.10,2015.08.21,2016.03.01
Prj1509111119170231630,104年8月蘇迪勒颱風,046,L1,新北市政府,新北市蘆洲國小蘇迪勒颱風災後復建工程,蘆洲區,262,100,2016.04.10,2015.08.20,2015.11.04
Prj1509110914031190146,104年8月蘇迪勒颱風,047,L1,新北市政府,新北市貢寮國中蘇迪勒颱風災後復建工程,貢寮區,257,100,2016.04.10,2015.11.20,2015.12.15
Prj1509111131022361952,104年8月蘇迪勒颱風,048,L1,新北市政府,蘇迪勒風災仁愛國小校園復健工程,蘆洲區,194,100,2016.04.10,2015.10.30,2015.12.23
Prj1509111120016861655,104年8月蘇迪勒颱風,049,L1,新北市政府,新北市立豐珠國民中小學104年8月蘇迪勒颱風災後復建工程,貢寮區,273,100,2016.04.10,2015.12.08,2015.12.29
Prj1509110908494960116,104年8月蘇迪勒颱風,050,L1,新北市政府,新北市彭福國小蘇迪勒風災後復建工程,樹林區,249,100,2016.04.10,2015.11.13,2015.12.15
Prj1509110945269740329,104年8月蘇迪勒颱風,051,L1,新北市政府,新北市中和區景新國小蘇迪勒颱風復建工程,中和區,220,100,2016.04.10,2015.12.25,2016.02.04
Prj1509111025095350682,104年8月蘇迪勒颱風,052,L1,新北市政府,新北市澳底國小蘇迪勒颱風災後復建工程,貢寮區,240,100,2016.04.10,2015.11.17,2016.01.22
Prj1509110936185090260,104年8月蘇迪勒颱風,053,L1,新北市政府,屯山國小蘇地勒風災復原工程,淡水區,238,100,2016.04.10,2015.09.05,2016.01.20
Prj1509111104482891398,104年8月蘇迪勒颱風,054,L1,新北市政府,新北市新莊國中蘇迪勒颱風災後復建工程,新莊區,288,100,2016.04.10,2015.08.28,2015.09.19
Prj1509111018527950579,104年8月蘇迪勒颱風,055,L1,新北市政府,新北市萬里區野柳國民小學 104年 蘇迪勒風災 公共設施災後復建工程,萬里區,185,100,2016.04.10,2015.10.24,2015.12.30
Prj1509111057223941203,104年8月蘇迪勒颱風,056,L1,新北市政府,新北市新莊區新莊國民小學104年蘇迪勒颱風公共設施災後復建工程,新莊區,139,100,2016.04.10,2015.08.11,2015.08.31
Prj1509110839310140067,104年8月蘇迪勒颱風,057,L1,新北市政府,大觀國小蘇迪勒風災校園重建工程,板橋區,178,100,2016.04.10,2015.11.12,2015.11.30
Prj1509110942393680321,104年8月蘇迪勒颱風,058,L1,新北市政府,新北市石門國小蘇迪勒風災復建工程,石門區,50,100,2016.04.10,2015.10.28,2016.04.10
Prj1509110932108580243,104年8月蘇迪勒颱風,059,L1,新北市政府,大成國小蘇迪勒颱風公共設施災後復建工程,三峽區,249,100,2016.04.10,2015.11.13,2016.01.14
Prj1509111036493520865,104年8月蘇迪勒颱風,060,L1,新北市政府,新北市八里國小蘇迪勒颱風公共設施災後復建工程,八里區,190,100,2016.04.10,2015.11.02,2015.11.24
Prj1509110918053250160,104年8月蘇迪勒颱風,061,L1,新北市政府,新北市重慶國中蘇迪勒颱風災後復建工程,板橋區,90,100,2016.04.10,2015.10.07,2015.11.21
Prj1509111028596510746,104年8月蘇迪勒颱風,062,L1,新北市政府,中湖國小104年蘇迪勒颱風風災修復工程,鶯歌區,200,100,2016.04.10,2015.11.03,2015.12.01
Prj1509111402141783824,104年8月蘇迪勒颱風,063,L1,新北市政府,新北市淡水區忠山國民小學 104年蘇迪勒颱災復建工程,淡水區,182,100,2016.04.10,2015.10.26,2015.12.15
Prj1509111031433880786,104年8月蘇迪勒颱風,064,L1,新北市政府,新北市育英國小蘇迪勒風災復建工程,淡水區,183,100,2016.04.10,2015.08.25,2015.09.12
Prj1509111154547242569,104年8月蘇迪勒颱風,065,L1,新北市政府,新北市板橋區板橋國民小學104年蘇迪勒颱風災損復建工程,板橋區,70,100,2016.04.10,2015.10.12,2015.10.12
Prj1509111045501581044,104年8月蘇迪勒颱風,066,L1,新北市政府,新北市土城區頂埔國民小學104年蘇迪勒颱風公共設施災後復建工程,土城區,210,100,2016.04.10,2015.11.06,2015.12.01
Prj1509111016331120543,104年8月蘇迪勒颱風,067,L1,新北市政府,新北市立汐止國中蘇迪勒颱風災後修護,汐止區,93,100,2016.04.10,2015.10.19,2015.12.01
Prj1509110939384540309,104年8月蘇迪勒颱風,068,L1,新北市政府,新北市林口區麗林國小蘇迪勒颱風復建工程,林口區,179,100,2016.04.10,2015.12.17,2015.12.25
Prj1509110902021950105,104年8月蘇迪勒颱風,069,L1,新北市政府,新北市立三多國民中學辦理蘇迪勒颱風災後復建工程,樹林區,188,100,2016.04.10,2015.11.18,2015.12.06
Prj1509110936536710264,104年8月蘇迪勒颱風,070,L1,新北市政府,新北市中和區復興國小蘇迪勒颱風復建工程,中和區,80,100,2016.04.10,2015.10.19,2016.02.15
Prj1509111130468861950,104年8月蘇迪勒颱風,071,L1,新北市政府,新北市興福國小蘇迪勒風災復建工程,林口區,201,100,2016.04.10,2015.08.15,2016.03.31
Prj1509111005266480483,104年8月蘇迪勒颱風,072,L1,新北市政府,育德國小蘇迪勒颱風公共設施災後復建工程,樹林區,198,100,2016.04.10,2015.11.06,2015.12.10
Prj1509110857556680099,104年8月蘇迪勒颱風,073,L1,新北市政府,新北市石碇區石碇國小蘇迪勒風災廁所隔熱防水修復工程,石碇區,180,100,2016.04.10,2015.11.26,2015.12.18
Prj1509111053361311174,104年8月蘇迪勒颱風,074,L1,新北市政府,崇德國小風災復健工程,汐止區,155,100,2016.04.10,2016.01.15,2016.03.01
Prj1509111010126740519,104年8月蘇迪勒颱風,075,L1,新北市政府,新北市新店區新店國民小學104年蘇迪勒颱風復建工程,新店區,146,100,2016.04.10,2015.10.08,2015.10.21
Prj1509111056488381196,104年8月蘇迪勒颱風,076,L1,新北市政府,新北市中山國小蘇迪勒颱風災後復建工程,板橋區,130,100,2016.04.10,2015.08.09,2015.09.09
Prj1509110851460250094,104年8月蘇迪勒颱風,077,L1,新北市政府,新北市金山國小蘇迪勒颱災復建工程,金山區,146,100,2016.04.10,2015.11.17,2015.12.15
Prj1509110940488260314,104年8月蘇迪勒颱風,078,L1,新北市政府,貢寮國小災後復建工程,貢寮區,104,100,2016.04.10,2015.11.01,2015.12.20
Prj1509111132222641978,104年8月蘇迪勒颱風,079,L1,新北市政府,新北市竹圍國小蘇迪勒風災水塔、大門、鋪面等修復工程,淡水區,142,100,2016.04.10,2015.11.07,2016.02.18
Prj1509111202306202796,104年8月蘇迪勒颱風,080,L1,新北市政府,竹圍國小自強分校蘇迪勒風災復建工程,淡水區,30,100,2016.04.10,2015.09.03,2015.09.24
Prj1509111145341062256,104年8月蘇迪勒颱風,081,L1,新北市政府,新北市青山國民中小學蘇迪勒風災復健工程,汐止區,93,100,2016.04.10,2015.11.06,2015.12.01
Prj1509111030042030764,104年8月蘇迪勒颱風,082,L1,新北市政府,新北市新莊區光華國民小學蘇迪勒颱風災後恢復工程,新莊區,99,100,2016.04.10,2015.11.02,2015.12.01
Prj1509111152126872498,104年8月蘇迪勒颱風,083,L1,新北市政府,北新國小蘇迪勒颱風災損復健工程,新店區,80,100,2016.04.10,2015.11.05,2015.11.28
Prj1509110920235100163,104年8月蘇迪勒颱風,084,L1,新北市政府,新北市板橋區信義國民小學蘇迪勒颱風公共設施災後復建工程,板橋區,67,100,2016.04.10,2015.10.28,2015.12.11
Prj1509111059376611239,104年8月蘇迪勒颱風,085,L1,新北市政府,新北市淡水區興仁國民小學104年蘇迪勒颱風公共設施復建工程,淡水區,92,100,2016.04.10,2015.08.20,2015.12.30
Prj1509110908406510115,104年8月蘇迪勒颱風,086,L1,新北市政府,三芝國小校舍屋頂屋瓦損壞修繕,三芝區,101,100,2016.04.10,2016.02.26,2016.04.03
Prj1509111003118950462,104年8月蘇迪勒颱風,087,L1,新北市政府,溪洲國小復建工程,板橋區,60,100,2016.04.10,2015.09.16,2015.09.30
Prj1509111114247411564,104年8月蘇迪勒颱風,088,L1,新北市政府,新北市萬里國小蘇迪勒風災復建工程,萬里區,89,100,2016.04.10,2015.10.23,2015.11.24
Prj1509111107222151439,104年8月蘇迪勒颱風,089,L1,新北市政府,新北市新莊區中信國小蘇迪勒風災校園復建工程,新莊區,99,100,2016.04.10,2015.11.06,2016.03.01
Prj1509111145352762257,104年8月蘇迪勒颱風,090,L1,新北市政府,新北市三重區五華國民小學蘇迪勒颱風公共設施災後復建工程,三重區,66,100,2016.04.10,2015.10.16,2016.03.10
Prj1509111019501400588,104年8月蘇迪勒颱風,091,L1,新北市政府,新北市立柑園國民中學蘇迪勒颱風災損復建工程,樹林區,80,100,2016.04.10,2015.10.25,2016.03.15
Prj1509111142380762219,104年8月蘇迪勒颱風,092,L1,新北市政府,新北市中山國中蘇迪勒颱風操場司令台鐵皮浪板修復工程,板橋區,80,100,2016.04.10,2015.08.20,2015.12.01
Prj1509111133401872014,104年8月蘇迪勒颱風,093,L1,新北市政府,崁腳國小蘇迪勒風災復健工程,萬里區,97,100,2016.04.10,2015.10.21,2015.12.10
Prj1509111234025583269,104年8月蘇迪勒颱風,094,L1,新北市政府,新北市八里國中蘇迪勒颱風公共設施災後復建工程,八里區,48,100,2016.04.10,2015.11.03,2015.11.29
Prj1509111017358240548,104年8月蘇迪勒颱風,095,L1,新北市政府,安坑國小104年蘇迪勒颱風災校園損壞搶修工程,新店區,78,100,2016.04.10,2015.08.10,2015.09.02
Prj1509111124077901741,104年8月蘇迪勒颱風,096,L1,新北市政府,新北市中園國小蘇迪勒颱風受損復建工程,三峽區,76,100,2016.04.10,2015.08.14,2015.12.25
Prj1509110950036250353,104年8月蘇迪勒颱風,097,L1,新北市政府,國泰國小蘇迪勒颱風莊敬樓及國泰樓斜屋頂鐵皮及中環路旁伸縮鐵拉門修復,新莊區,92,100,2016.04.10,2015.11.04,2015.12.12
Prj1509102248517272395,104年8月蘇迪勒颱風,098,L1,新北市政府,新北市石門國中蘇迪勒風屋頂及門板災復建工程,石門區,74,100,2016.04.10,2015.10.01,2015.11.01
Prj1509110945234960328,104年8月蘇迪勒颱風,099,L1,新北市政府,新北市石碇區和平國小蘇迪勒颱風視聽教室災後復建工程,石碇區,68,100,2016.04.10,2015.11.12,2016.03.24
